name,permalink
Emet Capital Management,emet-capital-management
Empire Angels,empire-angels
Empiricus Capital,empiricus-capital
Endeavor Catalyst,endeavor-catalyst
Entrepreneurship Lab NYC,entrepreneurship-lab-nyc
EntreRev,entrerev
Eodev.com,eodev-com
EventBrowse.com,eventbrowsr-com
Everlasting Footprint,everlasting-footprint
Evol8tion,evol8tion
Evry,evry
Excel Capital Management,excel-capital-management
ExecOnline,execonline
ExplorationFunder,explorationfunder
Extension765,extension765
Exusia,exusia
Fabric Branding,fabric-branding
Faces of NYFW,faces-of-nyfw
Fanatic Sports Corp.,fanatic-sports-corp
Fantasy Buzzer,fantasy-buzzer
Fashionism,fashionism-skofo-media
FBAPP,fbapp
Fdbk,fdbk
FEMM Health,femm-health
FinTech Collective,fintech-collective
FitCause,fuelgooder
Fitmoo,fitmoo
FitValet,fitvalet
fl3ur,fl3ur
Flatiron School,flatiron-school
Flavitt,flavitt
Flevy,flevy
Flicstart,flicstart
Floored,floored
Flycatcha.com,flycatcha-com
FOLUP,folup
Forex Software Company,forex-software-company
FreeWebsite.com,freewebsite-com
FreshNeck,freshneck
Frigo,frigo
FundThatFilm,fundthatfilm
Future of StoryTelling,future-of-storytelling
FuturesMedia,futuresmedia-exchange
Gaggyl,gaggyl
Gamblino,gamblino
GatherMe Inc.,gatherme-inc
GC Capital,grand-canyon-capital
Genesis Global Solutions,genesis-global-solutions
Gigzolo,gigzolo
Gist Digital,gist-digital
GISTfood,gistfood
Gizmorati,gizmorati
Glass Table Tops NYC,glass-table-tops-nyc
Global Health Investment Fund (GHIF),the-global-health-investment-fund-ghif
GlobeTrotr.com,globetrotr-com
Glycotest,glycotest
Goldman Sachs BDC,goldman-sachs-bdc
GoodTalkApps,goodtalkapps
Grassracks,grassracks
Gray Scalable,gray-scalable
Gripper,a-gripper
Groupdolists,groupdolists
Groupvite,groupvite
GrowHack,growhack
Growthpoint,growthpoint
H.K. Productions Inc.,h-k-productions-inc
Hackerbilt,hackerbilt
Hammerless,hammerless
Harley & Co.,harley-co
Hatmatic.com,hatmatic-com
Haven's Kitchen,haven-s-kitchen
HeadHuntable,headhuntable
Heads Music,heads-music
Healthy Man Inc.,healthy-man-inc
HealthyChic,healthychic
Hello La Mode,hello-la-mode
HerFashionDesign,herfashiondesign
HiredScore,hiredscore
HireSignals,hiresignals
HMG Plus,hmg-plus
Hmmm,hmmm
Holwell Shuster & Goldberg,holwell-shuster-goldberg
Homply,homply
House Account,house-account
Hubbl,hubbl
Hublished,hublished
HuffPost Live,huffpost-live
Human Demand,human-demand
Humanity.TV,humanity-tv
I Squared Capital,i-squared-capital
ICTAfrica1,ictafrica1
Ideation Inc.,ideation-inc
iknow.io,iknow-io
Incobroker,incobroker
Infin8 Enterprises,infin8-enterprises
INKKAS,inkkas
"InnerCircle, Inc.",innercircle-inc
Inqune,inqune
Inspire Impact,inspire-impact
Instagrad,instagrad
Instreamia,instreamia
Insurance Panda,insurance-panda
IntelliQuit,intelliquit
Interplay Ventures,interplay-ventures
IntroAmerica,introamerica
Jakt,jakt
JammedUp,jammedup
Jemena Studios,jemena-studios
JobBoard.io,jobboard-io
Jobstr,jobstr
JobZook,jobzook
Johnson Research Labs,johnson-research-labs
JuicyCanvas,juicycanvas
Just Sing It,anyonegame
Just Soles,just-soles
Just Us,just-us
Justmap.it,justmap-it
K50,k50-fund
KAANAS,kaanas
Kabinet,kabinet
Kajal London,kajal-london
Kanjy,kanjy
KaptureIt,kaptureit
Karbyn,karbyn
kid and coe,kid-and-coe
Kimmeridge Energy,kimmeridge-energy
KnationU Media,knationu-media
Kwalla,kwalla
Latina Researchers Network,latina-researchers-network
LDV Capital,ldv-capital
Leagueplus,leagueplus
LearnerNation,learnernation
LearnerX,learnerx
Lela,lela-inc-2
Leonpharmacy,leonpharmacy
LetsBSocial,letsbsocial
LetsWombat,letswombat
Liberty City Ventures,liberty-city-ventures
Liiiike,liiiike
"Liquid Holdings Group, LLC",liquid-holdings-group-llc
Livestage,livestage
Loanar,loanar
Lost Radio,lost-radio
Lucera Financial Infrastructures,lucera-financial-infrastructures
LUKnFEED,luknfeed
Luminacion,luminacion
LunaCap Ventures,lunacap-ventures
Luxe Intelligence,luxe-intelligence
LuxuryNext Pvt. Ltd.,luxurynext-pvt-ltd
Made Modern,made-modern-llc
Maid Marines Cleaning Service,maid-marines-cleaning-service
Mainframe Group,mainframe-group
Major League Baseball Ventures,mlb-major-league-baseball-ventures
MakeSimply,makesimply
Manicube,manicube
Mapfia,mapfia
MARABIGO,marabigo
Marquee,marquee
MasterStreet,masterstreet
Match Point Media,match-point-media
Match Point Partners,match-point-partners
Meal idea,meal-idea
Media Retrievers,media-retrievers
MedStartr,medstartr
Melody Capital Partners,melody-capital-partners
MerchantFuse,merchantfuse
MetaMed,metamed
Mezzobit,mezzobit
"Migreat, LLC",migreat-llc
Mile High Run Club,mile-high-run-club
Milled,milled
Million Hoodies,million-hoodies
Milq,milq
Mindmajix Technologies Inc,mindmajix-technologies-inc
Mixee Labs,mixee-labs
Mixely,mixely-com
Mixifyclubcast,mixifyclubcast
MMQLIT,mmqlit
Mobally,mobally
Mobento,mobento
Mobile City Services,mobile-city-services
MobileHaps,mobilehaps
Modern Guild,modern-guild
mohchi,mohchi
Moonlyt.com,moonlyt-com
MoPho,mopho
Motoverse USA,motoverse-usa
MOWA,mowa
Mushroom Entertainment,mushroom-entertainment
MWW Ventures,mww-ventures
MyAutoZap.com,myautozap-com
Myzilch.com,myzilch-com
NameTrips,nametrips
NatMobi,natmobi
NerdyData,nerdydata
Nest New York,nest-new-york
Netronian Inc.,netronian-inc
Neulantis Inc.,neulantis-inc
New World Spirits,new-world-spirits
New York Data Company,new-york-data-company
New York Life Ventures,new-york-life-ventures
New York Mobile Startups,new-york-mobile-startups
New York Motor Insurance,new-york-motor-insurance
New York Startup Lab,new-york-startup-lab
Newlio,newlio
Newsie Co.,newsie-co
Newsshoter,hubsfeed
Next Step Staffing LLC,next-step-staffing-llc
Nexus Online Media,nexus-online-media
NimbusBase,nimbusbase
NIXI Payments,nixi-payments
Northstar Provisions,northstar-provisions
NotaryAct,notaryact
Note,note-social
Nourish Snacks,nourish-snacks
Now,now
Numari,numari
NY Enterprise Technology Meetup,ny-enterprise-technology-meetup
NY Undressed,ny-undressed
NYRE Marketing,nyre-marketing
NYU Entrepreneurial Institute,nyu-entrepreneurial-institute-2
OBX Computing Corporation,obx-computing-corporation
Ollie,ollie-2
One Green Planet,one-green-planet
ONE Mobile,one-mobile
OnRamp Digital,onramp-digital
Onyoway,onyoway
Opathica,opathica
Operation Consulting Group,operation-consulting-group
Ora,ora
PaLaCart,palacart
PanAfrican Investment Co.,panafrican-investment-co
PANATEA,panatáº¼a
Parabellum Capital,parabellum-capital
ParaDocs Worldwide Inc,paradocs-worldwide-inc
ParaDocs Worldwide Inc,paradocs-worldwide-inc
Parke New York,parke-new-york
Passed Pawn Capital,passed-pawn-capital
passOmatic,passomatic-2
Peaberry Software,peaberry-software
Peak Opportunity Partners,peak-opportunity-partners-2
People.co,people-co
Perpetual,perpetual-2
Perppl,perppl
PicBack,picback
Picture Motion,picture-motion
Pilot Mountain Ventures,pilot-mountain-ventures
PinReach,pinreach
Pinta Partners,pinta-partners
Pinweel,pinweel
PlayBucks,playbucks
Playdate App,playdate-app
Playdate Digital,playdate-digital
Plum Alley,plum-alley-co
PlusN (+n ),n-plusn
Poosh,poosh
Poptip,poptip
PPT Lab,ppt-lab
Pressrate,www-pressrate-com
Pretium Partners,pretium-partners-6859
Printzel,printzel
ProfitScoop,profitscoop
Project Eve,projecteve
Protein Matrix,protein-matrix
ProTek Recycling,protek-recycling
Pulse Insights,pulse-insights
Pura Vida Investments,pura-vida-investments
quay.io,quay-io
Raw Spirit Fragrances,raw-spirit-fragrances
razorbear.com,razorbear-com
RCS Capital,rcs-capital
Relayt,relayt
Relevent Sports,relevent-sports
reliefMe,reliefme
Relonch Camera,relonch-camera
ReqCloud,reqcloud
Restorsea Holdings,restorsea-holdings
RetailOn,retailon
Retry,retry
Rewardable,rewardable
rGENERATOR,rgenerator-sony-dadc
Ridge Road Partners,ridge-road-partners
Riverbank Capital Securities,riverbank-capital-securities
Roads & Kingdoms,roads-kingdoms
Rocket Docket Legal Software,rocket-docket-legal-software
RoomMatchers,roommatchers
RSE Ventures,rse-ventures
SafetyStratus,safetystratus
Saffluence,saffluence
"Sanctuary Ventures, Inc.",sanctuary-ventures-inc
Sarder TV,sarder-tv
Savveo,savveo
ScheduleGenius,schedulegenius
Scheduler,scheduler
Scratch Hard,scratch-hard
Second Alpha Partners,second-alpha-partners
Seer,seer
Sequential Brands Group,sequential-brands-group
Sergian Technologies,sergian-technologies
Serviceful,serviceful
ServiceRunner.com,servicerunner-com
SetLife,setlife
SFX Entertainment,sfx-entertainment
Sharpmen,sharpmen
Shekoo LLC,shekoo-llc
ShiftSpark,shiftspark
"Shiva & Company, Inc.",shiva-company-inc
Shoop,shoop
ShopletPromos.com,shopletpromos-com
Silicon Badia,silicon-badia
Silver Tongue,silver-tongue
Silvershore,silvershore
SingWho,singwho
SIZESEEKER,sizeseeker
Skift,skift
Skycheckin,skycheckin
SlidesLive,slideslive
SlimKicker.com,slimkicker-com
Slyde,slyde
SM Ventures,sm-ventures-inc-
Small Picture,small-picture
Smashpipe Magazine,smashpipe-magazine
Sociaby,sociaby
Social Power,social-power
Social Yeti,social-yeti
SocialNotz,socialnotz
Solid & Striped,solid-striped
Sonetica,sonetica
"SongSplits Solutions, LLC",songsplits-solutions-llc
Spokeable,spokeable
Spottible,spottible
Squikoo.com,squikoo-com
Standard Cocoa,standard-cocoa
STAR Angel Network,star-angel-network
Star Farm Ventures,star-farm-ventures
Status Chart,status-chart
Status Media,status-media
Stereotypes,stereotypes
SternAegis Ventures,sternaegis-ventures
Sticky's Finger Joint,stickys-finger-joint
Stockviser,stockviser
Stonecutter Capital Management,stonecutter-capital-management
Stonewall Venture Partners,stonewall-venture-partners
Stonington Partners Inc.,stonington-partners-inc
StoryShelter,storyshelter
Strevus,strevus
Student Launcher,student-launcher
StyleFox,style-fox
Suite 48 Analytics,suite-48-analytics
Sun Strategies,sun-strategies
Swaag,swaag-it
Swaag,swaag-it
Swyft Media,textpride
Tactile Finance,tactile-finance
Take Me Out NYC,take-me-out-nyc
TakewInc.,takewinc
Talent Equity Ventures (TEqV),talent-equity-ventures
Tamra-Tacoma Capital Partners,tamra-tacoma-capital-partners
Tangent Data Services,tangent-data-services
Tapactive,tapactive
Tapestry,read-tapestry
Taskworld,taskworld
Taste Savant,taste-savant
TCG BDC,tcg-bdc
Team Fund Up,team-fund-up
TechDay HQ,techday-hq
Techolution,techolution
TechStarter,abs-partners
The Curated Crave,the-curated-crave
The Demand Institute,the-demand-institute
The Electrum Group,the-electrum-group
The Firmament Group,the-firmament-group
The Gaily Grind,the-gaily-grind
The Keynote Guys,the-keynote-guys
"The Law Office of Jonathan H. Maisel, PC",the-law-office-of-jonathan-h-maisel-pc
The Mobile Media Lab,the-mobile-media-lab
The New York Code + Design Academy,the-new-york-code-design-academy
The NYC Life Coach - New York & Los Angeles,the-nyc-life-coach-new-york-los-angeles
The Social Internet Fund,the-social-internet-fund
The Torch,the-torch
TheDatable,thedatable
Thomas Law Firm PLLC,thomas-law-firm-pllc
ThreadShare,threadshare
Thunderclap,thunderclap
Ticket Monster,ticket-monster
Tiplinks,tiplinks
Titan Luxury,titan-luxury
TLBX.me,tlbx-me
TopPatch,toppatch
TopScripture,topscripture
TopTechPhoto,toptechphoto
Torando Labs,torando-labs
Torreya Insights,torreya-insights
TrademarkNow,trademarknow
Tradical 360,tradical-360
Transaction Connection,transaction-connection
Treat House,treat-house
TrendSeeder,trendseeder
Trevian Capital,trevian-capital
Triad Fight League,triad-fight-league
Tribal Ventures,tribal-ventures-2
TripCommon,tripcommon
TripTogether,triptogether
Triton Research,triton-research
TrunqShow,trunqshow
TSVFX,tsvfx
ttwick,ttwick
Tunespotter,tunespotter
Tutorialize,tutorialize
Tuva Labs,tuva-labs
Two Sigma Ventures,two-sigma-ventures
Ubiquity Global Services,ubiquity-global-services
UHNWI data,uhnwi-data
Umberto Bocce LLC,umberto-bocce-llc
Uncover,uncover
Unerdwear,unerdwear
UNIcre8,unicre8
Unique Dreams,unique-dreams
Unwind App,unwind-app
Upfront Media Group,upfront-media-group
UpSurge Local,upsurge-local
Uskape,uskape
uVore,uvore
Valence Life Sciences,valence-life-sciences
Valet,valet
Valuation App,valuation-app
Vantagon,vantagon
Vaudeville Ventures,vaudeville-ventures
Vaunte,vaunte
Ventown,ventown
Vicomte,vicomte
Vidaao,vidaao
Video Rascal,video-rascal
Viewfinder,viewfinder
Vip City Limo,vip-city-limo
"visualized, llc",visualized-llc
"Vizibal, LLC",vizibal-llc
Vizy,vizy
"Votopin, Inc",votopin-inc
Wales Capital,wales-capital
WallsTech,wallstech
We Create Group,we-create-group
We The Lobby,we-the-lobby
Web Designer 23,web-designer-23
WebCommune,webcommune
Wedeeo,wedeeo
weeSpring,weespring
WellCart,wellcart
Wellpass,wellpass
WhisperShout,whispershout
Who'sTheOffice,whostheoffice
WindowsWear,windowswear
Winespoke,winespoke
WizRide,wizride
WODconnect,wodconnect
Wood Floor Master Inc.,wood-floor-master-inc
WorkHacks,workhacks
Workout Spots,workoutspots
Wummelbox,wummelbox
Xplr Software,xplr
Yarly,yarly
YourNeighborhood,yourneighborhood
Youthful Savings,youthful-savings
Zaden Row,zaden-row
Zady,zady
ZAOZAO,zaozao
Zenith-Mart Inc,zenith-mart-inc
Zenna Consulting Group,zenna-consulting-group
zerobound,zerobound
Zlitter,zlitter
Zonize,zonize
Zoological Lighting Institute,zoological-lighting-institute
#Vine,vine
//Staq.io,staq
[L]earned Media,l-earned-media
1 Second Everyday,1-second-everyday
305 Fitness,305-fitness
42stats,42stats
720 Degrees,720-degrees
7Park Data,7park-data
A24,a24-1a26
Above Average,above-average
Academic Assignments,academic-assignments
Acuamark Diagnostics,acuamark-diagnostics
AdFin,adfin-solutions
Adomik,adomik
AdviceIQ,adviceiq
Adwanted Group,adwanted
AetherStore,aetherstore
Agolo,agolo
AIIeyWatch,alleywatch
Air Tailor,air-tailor
Airex Inc.,airex-inc-
ALICE,alice-app
AllazoHealth,allazo-health
Alley,alleynyc
Allovate,allovate
Alpha 7 Trading Academy,alpha-7-trading-academy
Alta Editions,alta-editions
Alumnifire,pegu-labs
Alv.io,alv-io
American Farmland,american-farmland
"American Prison Data Systems, PBC",american-prison-data-systems
Angela Roi,angela-roi
Anglo Andino Group,anglo-andino-group
ANICASE,anicase
Anonos,anonos
AppMyDay,appmyday
APPrise Mobile,apprise-mobile
APT212,apt212
Art My Kid Made,art-my-kid-made
ArtList,gertrude-inc
Assembled Brands,assembled-brands
"Assessment Innovation, Inc.",assessment-innovation
Astrsk,astrsk
At Peak Sports,at-peak-resources
AudienceXpress,audiencexpress
Augary,augary
Aura Frames,pushd
AuthorBee,authorbee
Auto i,auto-i
"automotiveMastermind, Inc",automotivemastermind-inc
Awesome Memorabilia,awesome-memorabilia
Axon Development Group,axon-development-group
BARK,bark-co
Barkloudly,barkloudly
BarterSugar,barter-sugar
"Bayshore Networks, Inc.",bayshore-networks
BeeJooS,beejoos
BEENS,beens
Bestowed,bestowed
Better Than Cash,better-than-cash
Bidslate,bidslate
Big Interview,big-interview
Bigg Shark,bigg-shark
Bipsync,bipsync
Bitfountain,bitfountain
Black Rhino Group,black-rhino-group
Blue Apron,blue-apron
Blue Basin Capital Management,blue-basin-capital-management
Boldly,worldwide101
Bolster,bolster
Bomoda,bomoda
BookaLokal,bookalokal-inc
Botify,botify
BounceX,bounce-exchange
"Boxbee, Inc.",boxbee
BrainBit,brainbit
BrainStation,brainstation
Branchly,branchly
Brandfire,brandfire-2
Breakthrough Prize,breakthrough-prize
Bubble,bubble
Buster,buster
ButterflyMX,butterflymx
CaaStle,caastle
Calvin,calvin
Canary,canary
Capitol Foundry,capitol-foundry
CapStack Partners,capstack-partners
Cartesian Co,cartesian-2
CARTO,cartodb
Caskers,caskers
CastleLine,castleline
Casual Corp,casual-corp
Center for Constitutional Transitions,center-for-constitutional-transitions
Center4,center4
CenterPoint Media,centerpoint-media
Ceros,ceros
CFPA,cfpa
Chainlink Relationship Marketing,chainlink-relationship-marketing
ChargeAds,chargeads
ChartRequest,5-oclock-records
CheckedUp,checkedup
Cheeki Brand,cheeki-brand
Choozer,choozer
Cinematique,cinematique
CITIA,citia
Cities for Financial Empowerment Fund,cities-for-financial-empowerment-fund
Class Photo Fund,class-photo-fund
Clearpool Group,clearpool-group
ClearServe,clearserve
Click Therapeutics,click-therapeutics
ClinicalMind,clinicalmind
CoatChex,coatchex
CodeGrape,codegrape
CoFoundersLab,cofounderslab
Cohen Veterans Bioscience,orion-bionetworks
Coinsetter,coinsetter
ComboCap,combocap
Compare Cheap SSL,compare-cheap-ssl
Compass,compassinc
ComplyGlobal,complyglobal-2
Connexient,connexient
CONSTRVCT,constrvct
ConveyIQ,conveyiq
CoreSpring,corespring
Cosmic,cosmic-cart
Cover,pay-with-cover
Credly,credly
CrowdHut,crowdhut
Crowdzu,crowdzu
"Crunchify, LLC",crunchify-com
Daily Beat Media,daily-beat-media
DailyFunder,dailyfunder
DataCoup,datacoup
Datorama,datorama
Decisive,decisive
Decorilla,decorilla
Deerfield Media,deerfield-media
Defense.IO,defense-io
Delphisonic,delphisonic
Delphisonic,delphisonic
DemandFarm,demandfarm
Dev4X,dev4x
DFO Global Performance Commerce,dfo-global-performance-commerce
Digital Arts Network,digital-arts-network
Digital Clarity Group,digital-clarity-group
Digital Umami,digital-umami
Dispop,dispop
Disruptive Technologists,disruptive-technologists
Diversico Inc,diversico-inc
DIYAbility,diyability
"D'Marie Group, Inc.",dmarie-group-inc
Dobleas,dobleas
Docket Alarm,docket-alarm
Doctor.com,doctor-com
Droit Financial Technologies,droit-financial-technologies
Drop â€™til You Shop,drop-til-you-shop
Dwolla Labs,dwolla-labs
Earnest Research,the-earnest-research-company
Easy Pairings,easypairings-com
Eaters Drinkers (formerly Joios),joios
eBrevia,ebrevia
Eco Branding,eco-branding
eCuras,ecuras-llc
Edge Collective,edge-collective
Element,element-inc
Elite Daily,elite-daily
Email Insights,email-insights
engageSimply,engagesimply
Engageya,engageya
Entrupy,entrupy
Envolve Entrepreneurship,envolve-entrepreneurship
eParel,eparel
Escargot NY,escargot-ny
ETech 7,etech-2
Everwise,everwise
Evince Development,evince-development
EvinceMage,evincemage
EVRYTHNG,thngy
Exceleratr,exceleratr
EyeSee,eyesee
F Sharp,f-f-sharp
Fanum,fanum
Fashion Advance,fashion-advance
FashionLoyal,fashionloyal
fashionreverie,fashionreverie
FastMatch,fastmatch
FeeX,feex
FForward,fforward
Filip Technologies,filip
Finsight,deal-roadshow
Firebrand Group,firebrand-group
First Look Media,first-look-media
Fitzroy Communications,fitzroy-communications
Fivesky,fivesky
Flatiron Health,flatiron-health
Fleur Du Mal,fleur-du-mal
Float,pixel-paddock
For the Makers,for-the-makers
for[MD],for-md
For-Robin,for-robin
Fortress Brand,fortress-brand
Fortude,fortude
Fosbury,fosbury
Founder Shield,founder-shield
Freshly,freshly
Fullstack Academy,fullstack-academy
Future Colossal,future-colossal
GÃ¼dpod,g-dpod
Gamaby,gamaby
Gamaby,gamaby
General Cybernetics,general-cybernetics
Gents Co.,gents-co
GetMaid,getmaid
Giga Entertainment Media,giga-entertainment-media
Givkwik,givkwik
Gizlen Global,gizlen-global
Glia,salemove
Glimpse,itsglimpse
Globipay,globipay
GoGoMix,gogomix
Good Brother,good-brother
Gotham Cookies,gotham-cookies
GPG Events,gpg-events
Grande Labs,grande-labs
Green Lake Technology,green-lake-technology
Greenhouse Software,greenhouse-software
Grey Run Capital Advisory,grey-run-venture-finance
Grey Run Capital Advisory,grey-run-venture-finance
Guidecentral,guidecentral
H2H Interactive,h2h-interactive
Habiliss Systems Private Limited,habiliss-sytems-private-limited
Hackerati,hackerati
Haggle,haggle
Hakka Labs,hakka-labs
Happify,happify
Harri,harri
Hatch,hatch
Haute Audio,haute-audio
Healthcare Resume Review,healthcare-resume-review
Healthy You Now,healthy-you-now
HealthyOut,healthyout
Hero,hero-health
Highline Residential,highline-residential
Hobson,hobson-2
Holler,holler-io
Homepolish,homepolish
Honest Buildings,honest-buildings
Honey,honey
Hotelzilla,hotelzilla
HouseTab,housetab
Huddlr,huddlr
Hullabalu,hullabalu
Hydric,hydric-media
i2 Learnng,i2-learnng
Icons8,visualpharm
ID MediaStream,id-mediastream
Idea to Appster,idea-to-appster
ideaphore LLC,ideaphore-llc
IDesign Times,idesign-times
iDialogs,idialogs
IEX Group,iex
ILiAD Biotechnologies,iliad-biotechnologies
iMedicare,imedicare
Incline Global,incline-global
Incomparable Things,incomparable-things
inDriver,indriver
Ingredient1,ingredient1
Innovo Staffing,innovo-staffing
Insticator,insticator
InterNotes Mobile,internotes-mobile
ISEBOX,isebox
itBit,itbit-2
Itemize Corp.,itemize
IVY,ivyconnect
Jake Roy Pillar,jake-roy-pillar
Jamplify,jamplify
Jethro,jethrodata
Jetset Group Inc,jetset-group-inc
Jobsity,jobsity
Jolie,jolie-2
JSO Digital,jso-digital
JurisPage,jurispage
JUST Goods,just-goods
Justworks,justworks
Kademi.co,kademi-co
Kangu.org,kangu-org
Karma,karma-2
Keaton Row,keaton-row
Kepler Group,kepler-group
Keycafe,keycafe
KeyInsite,keyinsite
KeyMe,keyme
Kidz Central Station,kidz-central-station
Kinnek,kinnek
Kinship Firm Advisors,kinship-firm-advisors
Kinvolved,kinvolved
Kmgitv,sek-3d-enterprises-inc
Knot Standard,knot-standard
Knotable,knotable
Knowify LLC,knowify-llc
Knowre,knowre
Koa.la,koa-la
LandlordsNY,landlordsny
Languatics,languatics
Launch.it,launch-it
LeasePass,leasepass
Legal Marketing Pages,legal-marketing-pages
Lessonface,lessonface
Leverton,leverton-gmbh
Library For All,library-for-all
Librify,librify
Lifome Technologies LLC,lifome-technologies-llc
LightSail Education,lightsail-education
Likeable Local,likeable-local
LionsEye Group,lionseye-group
LiquidText,liquidtext
Listen,listen-3
ListenFirst,listenfirst-media
LiveHotSpot,livehotspot
LMRKTS,lmrkts
LocalMaven.com dba RealtyMaven.com,localmaven-com
LocalMaven.com dba RealtyMaven.com,localmaven-com
LOFTY,lofty
LogCheck,logcheck
Logic Product Group,logic-product-group
Lokoro Diamonds,lokoro-diamonds
LookingForSpace.com,lookingforspace-com
Lookoutgear,lookoutgear
LOOKSIMA,looksima
LUX Fund Technology and Solutions (LUX FTS),lux-fund-technology-and-solutions-lux-fts
Mack Weldon,mack-weldon
Mark43,mark43
Material World,material-wrld
Matific,matific
MCA Suite,mca-suite
Media Staffing,media-staffing
Medyear,medyear
Men's Lifestyles Inc.,men-s-lifestyles-inc
Metropolist,metropolist
Mezocliq LLC,mezocliq-llc
mhoto,mhoto
Mibblio,mibblio
Mic Network,mic-network
MIGHTY THINGS,mighty-things
MIKA,mika
MindStaq,mindstaq
Miner App,miner
miniOrange,miniorange
Mobilosophy,mobilosophy
Moblty,moblty
moboqo,moboqo
Modavanti.com,modavanti-com
Modelogs,modelogs
Molo,molo
Moment.me,moment-me
Monument International,monument-international
MouthWatch,mouthwatch
MOYERS & COMPANY,moyers---company
Munch,munchamerica
Munch Ado,munch-ado
My Heads Up,my-heads-up
MyCube Safe,mycube-safe
MyJobHelper.com,myjobhelper-com
Namely,namely
Narratively,narratively
Nautilus Magazine,nautilus-magazine
News Deeply,news-deeply
Newsela,newsela
NinjaCat,ninjacat-ppc
Nomi,nomi
North South Holdings,north-south-holdings
NowThis,nowthis-news
nTangle,ntangle
NuSkool,nuskool
OfficeLeaseCenter.com,officeleasecenter-com
OKpanda,smart-bites
On Telepsychiatry,on-telepsychiatry
"One Llama Labs, Inc",one-llama-labs-inc
OneClique,oneclique
oneQube,internet-media-labs
Onward Israel,onward-israel
Orson & Co.,orson-co
Oscar Health,oscar
P&S Market Research,p-s-market-research
P3 Global Management,p3-global-management
Padberg & Partners,padberg-group
PadSquad,padsquad
Panna,panna
Paradine,paradine
Parker,parker-3
Patentory,patentory
Pathgather,pathgather
Paul Evans Footwear,paul-evans
Pave,pave
Paxos,paxos
"Pearl Management Consulting, LLC",pearl-management-consulting-llc
Peeractive,peeractive
PeerBridge Health,peerbridge-health
PeerLogix,peerlogix
Peloton,peloton-interactive
"PennyOwl Technologies, Inc.",pennyowl
Pepperi,pepperi
Perch,perch-2
Perch,perch-interactive
PermaGO,permago
Persado,persado
PhotoSpotLand,photospotland
Picofemto,picofemto
PINCHme,pinchme
Pinocular,pinocular
Pixelle,pixelle
Pixie Scientific,pixie-scientific
PlanesTrains+Automobiles,planestrains-automobiles
PlantBased Solutions,plantbased-solutions
Plated,plated
Playbuzz,playbuzz
Plus Printers,plus-printers
"Poliwogg Holdings, Inc.",poliwogg
Polku,sportsetter
Power 20,power-20
Powerlinx,powerlinx
PreciTaste / PreciBake,precibake
Press4Kids,press4kids
Producters,producters
ProHatch,prohatch
Prokore,prokore
Promo.com (Formerly Slidely),slidely
PromoteIQ,spotfront
Proton Enterprises,proton-enterprises
Provensec LLC,provensec-llc
PubSquared,pubsquared
Qapital,qapital
Qinetic,qinetic
Qloo,qloo
Qnary,qnary
Quality Reviews,quality-reviews
Quartz,quartz
QuerySurge,querysurge
Qwiker Liquor,qwiker-liquor
RachelCHRIS,rachelchris
Ragnarok,ragnarok
Readymag,readymag
RealConnex,realconnex-com
Reason Cybersecurity,reason-core-security
RebelMouse,rebelmouse
Recruitics,recruitics
Reelio,reelio
Remotedesk,remotedesk
RentHackr,renthackr
Reorg Research,reorg-research
Repairogen,repairogen
Reschedge,reschedge
Resume Launchpad,resume-launchpad
Retellity,retellity
"RLN Advisors & Consultants, LLP",rln-advisors-consultants
ROKO Labs,roko-labs
ROKT,rokt
Roopstigo,roopstigo
Roundcourt,roundcourt
Sakara Life,sakara-life
SALIDO,salido
SALT,salt-3
Sappin Global Strategies,sappin-global-strategies
Savil.me,savile-row-society
seedsprint,seedvantage-llc
Seen,seen
Sense Health,sense-health
Serenity Suite NYC,serenity-suite-nyc
Shake,shake
Shareablee,shareablee
Sharewave,sharewave-3
Shopography,shopography
Simple Task LLC,simple-task-llc
Skaled Consulting,skaled-consulting
Sketchfab,sketchfab
Skillcrush,skillcrush
Skip Tunes,skip-tunes
Skipper,skipper-ef3e
Skipper (Formerly Jetaport),jetaport
Smarcle,smarcle
Smart Receipts,smart-receipts
Smigin,smigin
Socure,socure
Soko Glam,soko-glam
Solarus Technologies,solarus-technologies
Sommer Communications Group,sommer-communications-group
SoundSight Mobile,sound-sight-mobile
Space Racers,space-race
Spark Labs,sparklabs-ventures
SPARTABELLS,spartabells
SpokenLayer,spokenlayer
Spot.IM,spotim
Spring Moves,spring-moves
"Spur, Inc.",spur-inc
Stackerdecks,stackerdecks
Staq.,staq-2
Starburst Labs,gotham-tech-labs-inc
Statamic,statamic
Status Labs,status-labs
Stone Ridge Asset Management,stone-ridge-asset-management
Street Diligence,street-diligence
Stylinity,stylinity
Sugar Hill PR,sugar-hill-pr
SureDone,suredone
Sustainable Development Solutions Network,sustainable-development-solutions-network
Svbscription,svbscription
Sweetspot,sweetspot-intelligence
Syria Deeply,syria-deeply
Tabelog,tabelog
Tactual Labs Co,tactual-labs-co
Take My online Course,take-my-online-course
Talkspace,talkspace
Tangerine NYC,tangerine-nyc
Tanooki Labs,tanooki-labs
Tansler,tansler
TapCommerce,tapcommerce
TechOfficeSpaces,techofficespaces
Temboo,temboo
Thaimee Magic,thaimee-table
The B Team,the-b-team
The Big Roundtable,the-big-roundtable
The Cents factory,the-cents-factory
