name,permalink,perfect_match,schools,school_subjects,job_titles,founded_on,location,undisclosed_amount,fund 0,categories,fund 1,fund 2,fund 3,fund 4,fund 5,fund 6,fund 7,fund 8,fund 9,fund 10,fund 11,fund 12,fund 13,fund 14,fund 15,fund 16,fund 17,fund 18,fund 19,fund 20,fund 21,fund 22,fund 23,fund 24,fund 25,num_fund_rounds
ExamWorks,examworks,no,"wharton-school-of-the-university-of-pennsylvania, columbia-business-school","Economics, Business Administration","Chairman and Treasurer,Director, Board of Directors, Director, Chairman/Co-Founder, Trustee, Chairman and Director, Board of Directors, Chairman, Chairman",2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FormFree,formfree,no,,,CEO,2008,"Atlanta, Georgia",no,2018:1000000,"Financial Services, FinTech, Intellectual Property, SaaS, Software",2014:600000,,,,,,,,,,,,,,,,,,,,,,,,,2
Free All Media,free-all-media,no,,,"President & Founder, Director, Founder and CEO",2008,"Atlanta, Georgia",no,2016:300000,"Digital Entertainment, Music",2013:97500,2011:650000,2009:1000000,,,,,,,,,,,,,,,,,,,,,,,4
H&F Bread Co.,h-f-bread-co,no,,,"Founder ,President & CEO",2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Half Off Depot,half-off-depot,no,,,,2008,"Atlanta, Georgia",no,2011:7000000,"Coupons, Search Engine",2010:2000000,,,,,,,,,,,,,,,,,,,,,,,,,2
"Jack Arthur, Inc.",jack-arthur-inc,no,,,"Founder, CEO",2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lena Biosciences,lena-biosciences,no,,,President and Founder,2008,"Atlanta, Georgia",yes,2020:252124,"Biotechnology, Life Science, Pharmaceutical",2019:721610,0,2018:724224,0,2016:325000,2016:150000,2010:244894,2009:194959,,,,,,,,,,,,,,,,,,9
LitFire Publishing,litfire-publishing,no,,,,2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Moblication,moblication,no,vermont-law-school,LA,,2008,"Atlanta, Georgia",yes,0,"Cyber Security, Internet, Mobile, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
"nCrowd, Inc.",ncrowd-inc,no,,,Co-Founder & CFO,2008,"Atlanta, Georgia",no,2013:100000,"Advertising, Customer Service, Digital Marketing, E-Commerce",2011:7000000,,,,,,,,,,,,,,,,,,,,,,,,,2
ParkMobile,parkmobile,no,,,Founder,2008,"Atlanta, Georgia",yes,0,"Mobile, Mobile Apps, Mobile Payments, Parking, Service Industry, Software",0,2013:6300000,,,,,,,,,,,,,,,,,,,,,,,,3
Protect Your Bubble,protect-your-bubble,no,,,,2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ProviDyn,providyn,no,,,,2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Reflex Systems,reflex-systems-inc,no,,,,2008,"Atlanta, Georgia",no,2011:10000000,"Information Technology, Software",2009:8500000,,,,,,,,,,,,,,,,,,,,,,,,,2
Renovo Research,renovo-research,no,,,,2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
RentAdvisor,rentadvisor,no,,,,2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rubicon,rubicon-global,no,christopher-newport-university,Marketing,"Co-Founder, Chief Advisor",2008,"Lexington, Kentucky",no,2018:11599949,"Cloud Computing, Computer, Recycling, SaaS, Software, Sustainability, Waste Management",2018:65000000,2017:50000000,2017:1000000,2015:57100000,2015:32000000,2012:5000000,2009:1000000,,,,,,,,,,,,,,,,,,,8
SEI Group,sei-group,no,,,,2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shadow-Soft,shadow-soft,no,,,,2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sovartis,sovartis,no,,,,2009,"Atlanta, Georgia",no,2010:250000,"Consulting, Marketing, Marketing Automation",,,,,,,,,,,,,,,,,,,,,,,,,,1
Strongbox West,strongbox-west,no,,,,2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sweet Peach Wax & Sugaring Studio,sweet-peach-wax-sugaring-studio,no,,,Founder,2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
T5 Data Centers,t5-data-centers,no,georgia-state-university-j-mack-robinson-college-of-business,Real Estate Finance,Chief Business Officer,2008,"Atlanta, Georgia",no,2016:70000000,"Data Center, Enterprise, Real Estate, Security",2013:113000000,,,,,,,,,,,,,,,,,,,,,,,,,2
United Athletes Foundation,united-athletes-foundation,no,,,,2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Vert Digital,vert-digital,no,,,"Principal, Emerging Media & Co-Founder",2009,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Zensi,zensi,no,,,"Co-Founder, Associate Professor in the departments of Computer Science & Engineering and Electrical Engineering, Founder",2008,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AchieveIt,achieveit-online,no,,,"Founder, CEO",2010,"Atlanta, Georgia",no,2017:1700000,"Business Intelligence, Collaboration, Enterprise Software, Project Management, Software, Task Management",2016:3700000,2015:2000000,2013:1500000,2012:2100000,2011:1500000,,,,,,,,,,,,,,,,,,,,,6
Advanced Care Pediatrics,advanced-care-pediatrics,no,,,"Former Chairman Of The Board, Managing Partner, Founder and Chairman | Speaker | Author, Founder and CEO, Co-Founder, General Partner",2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AlgoValue,algovalue,no,,,"Head of Product, Product Lead & Co-Founder",2010,"Atlanta, Georgia",no,2016:146000,"Cloud Data Services, Document Management, FinTech, Legal, SaaS",,,,,,,,,,,,,,,,,,,,,,,,,,1
Applied Resource Group,applied-resource-group,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Atlanta Samsung,atlanta-samsung,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Beatlab,beatlab-9e9b,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ChemoCore Therapeutics,chemocore-therapeutics,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Claz.org,claz,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ClickDimensions,clickdimensions,no,,,"CTO, CTO",2010,"Atlanta, Georgia",yes,0,"CRM, Marketing Automation, SaaS, Software",2011:550000,,,,,,,,,,,,,,,,,,,,,,,,,2
Clinigence,clinigence--llc-,no,,,Founder and Chief Executive Officer,2010,"Atlanta, Georgia",no,2017:500000,"Health Care, Information Technology, SaaS",,,,,,,,,,,,,,,,,,,,,,,,,,1
CN2,cn2,no,university-of-california-los-angeles,,Founder & CEO,2010,"Atlanta, Georgia",yes,0,"Augmented Reality, Cloud Data Services, Mobile, Software",2014:550000,,,,,,,,,,,,,,,,,,,,,,,,,2
Community & Southern Bank,community-southern-bank,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Competitive Sports Analysis,competitive-sports-analysis,no,"terry-college-of-business, university-of-miami","Finance, unknown",President/CEO,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Content Science,content-science,no,james-madison-university,Technical Communication,Founder,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Decooda,decooda,no,,,Founder & CTO,2010,"Atlanta, Georgia",yes,0,"Analytics, Artificial Intelligence, Market Research, Social Media, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
DigitalStakeout,digitalstakeout,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
EngagedMedia,engagedmedia,no,university-of-iowa,Phamaceutics,"Founder, Chairman",2010,"Atlanta, Georgia",no,2011:3400000,"Biotechnology, Digital Marketing, Health Care, Medical, mHealth",,,,,,,,,,,,,,,,,,,,,,,,,,1
ExpandLab,expandlab,no,,,"Team Member, CEO, CEO, Principal",2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fortiva Financial,fortiva,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Frozen Pints,frozen-pints,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GalliumGroup,galliumgroup,no,,,,2010,"Atlanta, Georgia",yes,0,"Construction, Farming, Information Technology, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,1
Geave,geave,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"GENETRIX SOCIETY, INC",genetrix-society-inc,no,,,CSO,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Geophia LLC,geophia-llc,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Global Franchise Group,global-franchise-group,no,,,,2010,"Atlanta, Georgia",yes,0,"Brand Marketing, Franchise, Restaurants",2011:50000000,,,,,,,,,,,,,,,,,,,,,,,,,2
Health Care Compliance Advisors,health-care-compliance-advisors,no,university-of-kansas,Allied Health,Founder,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HRW Music Group,cinderella-factory-llc,no,university-of-utah,Economics / Industrial Organizations,,2010,"Atlanta, Georgia",yes,0,"Electronics, Music, Music Label",2016:25000,2015:30000,2014:25000,2013:20000,2012:20000,,,,,,,,,,,,,,,,,,,,,6
Incite Directives,incite-directives,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Katapult Group,katapult-group,no,harvard-business-school,unknown,"Partner | Developing and implementing growth and innovation strategies, Principal Business Development Manager- Digital Innovation Global Verticals and Strategic Accounts",2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
KPMG Advisory,kpmgadvisory,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
LocalDipity,localdipity,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
MessageGears,messagegears,no,,,"Co-Founder, Principal Engineer, Software Engineer",2010,"Atlanta, Georgia",no,2020:12000000,"Email, Email Marketing, Marketing Automation, Messaging, SaaS",2017:2750000,2016:2300000,2013:750000,2010:625000,,,,,,,,,,,,,,,,,,,,,,5
Metaclipse Therapeutics,metaclipse-therapeutics,no,university-of-madras,Biochemistry,"Professor of Pathology, Cheif Scientific Officer and Co-founder",2010,"Atlanta, Georgia",no,2016:2400000,"Biotechnology, Medical, Therapeutics",,,,,,,,,,,,,,,,,,,,,,,,,,1
Mobile Fuel,mobile-fuel,no,,,Founder,2010,"Atlanta, Georgia",no,2015:750000,"Automotive, Energy, Mobile, Mobile Apps, Oil and Gas",2014:200000,2013:200000,,,,,,,,,,,,,,,,,,,,,,,,3
MOVL,movl,no,,,Founder & CEO,2010,"Atlanta, Georgia",yes,0,"Android, Apps, iOS, Software",0,,,,,,,,,,,,,,,,,,,,,,,,,2
My Egg Bank North America,my-egg-bank-north-america,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Example Internet Marketing,new-example-internet-marketing,no,rochester-institute-of-technology,Multidisciplinary Studies,Principal Marketing Technologist,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Oncovaxine,oncovaxine,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
One Cent Solution,one-cent-solution,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Panda Silk,pandasilk,no,,,Co-founder,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Passio Technologies,passio-technologies,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Phobio,phobio,no,harvard-business-school,,"Founder & CEO, Co-founder, Board Member, Board Member",2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PlacePunch,placepunch,no,,,"Co-Founder, CTO/Co-Founder",2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
re:imagine ATL,re-imagine-atl,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Regulated Capital Consultants,regulated-capital-consultants-atlanta-georgia,no,northwood-university,Accounting,Co-founder,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
RESICAP,residential-capital-management,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ResiPro,ameritrust,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rigor,rigor,no,,,Co-Founder Account Executive,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sanergy,sanergy,no,insead,Entrepreneurial MBA,Co-Founder,2010,"Nairobi, Nairobi Area",yes,2021:2500000,"Clean Energy, Communities, Environmental Consulting, Renewable Energy",2020:2635155,2017:4999991,2016:1700000,2014:100000,2013:100000,2013:1500000,0,2011:100000,,,,,,,,,,,,,,,,,,9
Scoutmob,scoutmob,no,,,"Founder & CEO, Co-Founder",2010,"Atlanta, Georgia",no,2016:140000,"E-Commerce, Local, Retail, Wholesale",2014:3000000,2012:3250000,2011:1500000,,,,,,,,,,,,,,,,,,,,,,,4
Sharecare,sharecare,no,,,"Co-Founder, Board Member, Co-Founder",2010,"Atlanta, Georgia",yes,2021:425000000,"Consumer, Health Care, Information Technology, mHealth",0,0,2019:70000000,2018:20000000,2017:85000000,2017:60000000,2016:70000000,2015:25000000,2014:30000000,2013:25000000,2012:14000000,2011:13000000,2010:13000000,,,,,,,,,,,,,14
ShootProof,shootproof,no,,,,2010,"Atlanta, Georgia",yes,0,"Photography, SaaS",,,,,,,,,,,,,,,,,,,,,,,,,,1
Shoplio,shoplio,no,"harvard-business-school, national-institute-of-design",Industrial Design,"Co-Founder, Founding Board, Co-Founder, Director",2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SimplePart,simplepart,no,,,Founder and CEO,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sionic Mobile,sionic-mobile,no,,,CEO,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Soneter,soneter,no,"university-of-kansas, iowa-state-university","Master of Urban Planning, Urban Planning. Sociology","Founder, Vice President, Associate",2010,"Atlanta, Georgia",no,2014:6000000,"Manufacturing, Oil and Gas, Power Grid, Water",,,,,,,,,,,,,,,,,,,,,,,,,,1
Songtweak,songtweak,no,,,Founder,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Souto Foods,souto-foods,no,universidad-argentina-de-la-empresa,International Trade,President and CEO,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Spectropath,spectropath,no,,,,2010,"Atlanta, Georgia",no,2014:1927920,"Biotechnology, Chemical, Health Care, Medical, Medical Device",,,,,,,,,,,,,,,,,,,,,,,,,,1
Sri Laxmi Kravia,sri-laxmi-kravia,no,,,Founder & CTO,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
StarPound Technologies,starpound-technologies,no,"wharton-school-of-the-university-of-pennsylvania, vanderbilt-university","Finance, Economics","Founder and CEO, Member, Board of Directors, Member Board of Directors, Member Board of Directors, Founder and Chairman, CEO & Founder, Founder and Chairman, Co-Founder and Chairman, Founder and CEO, Chairman, CEO & Founder",2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"The Koval Firm, LLC",the-koval-firm-llc,no,american-university,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The RMN Agency,the-rmn-agency,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
TinyLetter,tinyletter,no,,,"Founder, Founder, Founder, Co-Founder & Chairman, Advisor, Founder, Team Member, Co-Founder, Mentor, Founder, Founder, Founder, Founder, Adviser, founder, Advisor",2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Urjanet,urjanet,no,"university-of-florida, indian-institute-of-technology-delhi","Mechanical Engineering & Computer Science, Mechanical Engineering","Co-Founder, Chief Executive Officer & Chairman, Co-Founder & Chief Executive Officer, Board Member, Founder, President & Chief Technology Officer",2010,"Atlanta, Georgia",no,2020:14650000,"Big Data, Data Center Automation, Data Integration, Energy Efficiency, Enterprise Software, Information Technology",2017:20000000,2016:2000000,2012:4000000,2011:2140000,,,,,,,,,,,,,,,,,,,,,,5
VisitorLeads,visitorleads,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wilson Parker Homes,wilson-parker-homes,no,,,,2010,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Audition Rush,audition-rush,no,,,CTO / Founder,2012,"Acworth, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BangBang Mobile,bangbang-mobile,no,,,Co-Founder,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Bento Box Entertainment,bento-box-entertainment,no,,,CEO & Co-Founder,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Bioscape Digital,bioscape-digital-2,no,wake-forest-university,Accountancy,"Co-Founder, CEO, Goizueta Alumni Board",2012,"Atlanta, Georgia",no,2018:150000,"3D Technology, Health Care, Information Technology, Real Time, Software",2017:529500,,,,,,,,,,,,,,,,,,,,,,,,,2
Branded Bridge Line,branded-bridge-line,no,"university-of-virginia, university-of-southern-california",,Owner,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Campus Bubble,campus-bubble,no,,,"President, Co-Founder / Chief Revenue Officer, Co-Founder, Chief Executive Officer",2012,"Atlanta, Georgia",no,2014:525000,"Education, Private Social Networking, SaaS, Social Media, Universities",,,,,,,,,,,,,,,,,,,,,,,,,,1
CareHR,carehr,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Clickagy,clickagy,no,,,"Principal, Founder / CEO",2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Colluide,colluide,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cozmik Body,cozmik-body,no,,,,2012,"Atlanta, Georgia",no,2013:7000,"Beauty, Fitness, Health Care, Medical, Wellness",,,,,,,,,,,,,,,,,,,,,,,,,,1
Daily Deal Superstore,daily-deal-superstore,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DailyDrill,dailydrill,no,,,"Vice President of Solution Development, Co-founder & CTO, Founder",2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dandus Media,dandus-media,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Decision Street,decision-street,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DJ Courses Online,dj-courses-online,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DocVentive,docventive,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Domino Solutions,domino-solutions,no,,,Founder & CEO,2012,"Atlanta, Georgia",no,2013:100000,"Advertising, Analytics, Brand Marketing, Information Technology, Outsourcing, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Emory Entrepreneurship & Venture Management,emory-entrepreneurship-venture-management,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Everyday Industries,everyday-industries,no,yale-university,Architecture,Founder,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fit with Friends,fit-with-friends,no,,,Founder,2012,"Atlanta, Georgia",no,2012:40000,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,1
Flashissue,flashissue,no,swansea-university,Economics,"Systems Architect, CEO, President / Co-Founder | Voip Start Up |, Founder | CEO & Curator, Executive Director, Co-Founder / VP Marketing",2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Forté Ventures,forte-ventures,no,"kellogg-school-of-management, duke-university","Finance, Management & Strategy, Political Science","Managing Partner Investment Committee Chairman & CEO, Board Observer, Advisor, Board Member, Executive Committee, Treasurer, Board member, Board Observer, Board Observer, Director, Venture Capital, Senior Advisor",2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FoundMoney,found-money,no,"duke-university, stanford-university","Economics, Management","Founder, GM - College Registry & VP Business Development",2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GA Infotech,ga-infotech,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GameSkinny,gameskinny,no,,,"Founder/CTO, Founder",2012,"Atlanta, Georgia",no,2013:2000000,"Internet, Publishing, Video Games",,,,,,,,,,,,,,,,,,,,,,,,,,1
Geocoda,geocoda,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GiFTgive,giftgive,no,wharton-school-of-the-university-of-pennsylvania,Entrepreneurship,"Founder & CEO, Founder/CEO, Founder & CEO",2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Hellerstein Consulting,hellerstein-consulting,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Homebase.io,homebase-io,no,"wharton-school-of-the-university-of-pennsylvania, georgia-institute-of-technology","Finance, Entrepreneurship, Management GradeHonors","Founder, CEO, Co-Founder & CEO, Analyst, Strategic Business Analyst, Board Member",2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
IWP Web Designers,kris-k,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Keel Funds,keel-funds,no,,,,2012,"Atlanta, Georgia",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kevstel Group,kevstel-group,no,,,,2012,"Atlanta, Georgia",no,2013:16000,"News, Photography, Video",,,,,,,,,,,,,,,,,,,,,,,,,,1
Konnecti.com,konnecti-com,no,,,"Founder, Chief Technology Officer",2012,"Atlanta, Georgia",no,2013:400000,"Enterprise Software, Small and Medium Businesses, Social Media",2012:50000,,,,,,,,,,,,,,,,,,,,,,,,,2
